"id","body","ideaId","authorId","createdAt","updatedAt","parentId","deleted"
115,"With an outlook of a bearish market, we could hedge our ETH treasury by investing in teams we can enter into Sorare gameweeks and earn yield-generating ETH on with our assets and sell in the future to cash-in on",49,"0x0C1CA53324a9B43E5468664562db592Ca6ef6efA","2022-08-28 16:01:03.59","2022-08-28 16:01:03.59",114,FALSE
116,"Does not seem in the flywheel in this fashion. Funding a team who participates in SORARE a la esports. If that’s a thing. Might have a chance? Unsure. ",49,"0x2eE0485f71764bcD2062A84d9455688c581B90f8","2022-08-28 16:29:31.044","2022-08-28 16:29:31.044",115,FALSE
117,"I feel like this is contained within content pod",43,"0x9655667Ca1203E9A2c8ea2Ed59558F9AD0ACCc87","2022-08-29 14:21:35.128","2022-08-29 14:21:35.128",,FALSE
118,"In the how section, discovery and delivery are mentioned as sequential events to finding out what the needs of the DAO are, and how alternatives like Open Scope and Productized Deliverables can be of help in delivering those needs.  Once that combination of ""these are the things we want builders to build, how can we have them built?"" is known, the Mandated Prop House rounds will launch.",47,"0x8C868aB6EA5aA8BF37F58376f0A61c3728aEf904","2022-08-29 14:46:07.052","2022-08-29 14:46:07.052",112,FALSE
119,"This is a better solution to dilution than a reserve price, imo",50,"0x1fe4ee4641E2A6ddf7771eB1c07412ba868bB537","2022-08-30 05:15:15.057","2022-08-30 05:15:15.058",,FALSE
120,"I like this idea. Can we combine Pods with Prophouse Mandates? ",51,"0x31B6470f3FAE7e488DA60b5fB9713A9a41286250","2022-08-30 05:46:55.737","2022-08-30 05:46:55.738",,FALSE
121,"bit worried about moving ETH to dark funds where community has less say over how they're used / insights into deliverables. who would vote on the coordinape?",51,"0x8d028DC71B347268d439432349B55Bc27989851E","2022-08-30 05:56:29.445","2022-08-30 05:56:29.446",,FALSE
122,"Like this concept. Could consider Coordinape’s CoVault for monthly allocations to the pod and/or regular payments to los members if applicable.",51,"0x3B60e31CFC48a9074CD5bEbb26C9EAa77650a43F","2022-08-30 10:54:41.849","2022-08-30 10:54:41.85",,FALSE
123,"it would be in limited fashions. ie. content pod requests 2eth per month. request come in they fill. they choose to divide among themselves as they see fit. co-ordinape would be amongst the pods IMO.   Monthly refills would have to be requested on chain. so we are only 1 month off the rails at any moment. . so in my mind it is a sponsored group. semi autonomous.  ",51,"0x2eE0485f71764bcD2062A84d9455688c581B90f8","2022-08-30 12:30:35.067","2022-08-30 12:30:35.067",121,FALSE
124,"wonderful idea! already exists however!! https://lilnouns.substack.com/ . feel free to check the #newsletter section in the discord adn talk to lilsaturn and corgi if you have ideas or want to collab.",53,"0x2eE0485f71764bcD2062A84d9455688c581B90f8","2022-08-30 12:33:20.585","2022-08-30 12:33:20.586",,FALSE
125,"I agree, but we are already moving the reserve. so   1) now we need to let it play out. as it was overwhelmingly voted for. and   2) it was already a function in the contract. MANY do not want to adjust the main contract I dont think.   **average time 4 settlement is currently .4-.6 hours i think per a mfrs graph posted yesterday.",50,"0x2eE0485f71764bcD2062A84d9455688c581B90f8","2022-08-30 12:36:59.32","2022-08-30 12:36:59.32",119,FALSE
126,"thank you sqx!",53,"0x1fe4ee4641E2A6ddf7771eB1c07412ba868bB537","2022-08-30 18:07:45.098","2022-08-30 18:07:45.099",124,FALSE
157,"Exactly the thought! Lets get a ticker for active, and pop-ups for anything coming down to the wire!",73,"0xFC538FFD2923ddDaED09c8aD1a51686275C56183","2022-09-20 02:46:30.85","2022-09-20 02:46:30.851",155,FALSE
127,"There is a conversation between SBF and Kevin that does a great job of diving into this topic of effective altruism, e.g. giving haphazardly vs giving to something that can have a longer impact on the world. I think this is an important issue for the dao to consider in the future. ref: https://www.youtube.com/watch?v=c2Go_gx2W8g",30,"0x9655667Ca1203E9A2c8ea2Ed59558F9AD0ACCc87","2022-08-31 10:40:36.573","2022-08-31 10:40:36.574",,FALSE
128,"It seems very anti-crypto to manipulate the price of an asset, its actual price is whatever was paid for it. Why mess with the free market?",37,"0x14190083645Da88B847813581E009a505aB0518d","2022-09-01 19:10:12.95","2022-09-01 19:10:12.951",,FALSE
129,"Hey, everyone!  Since presenting we’ve formed a lil team to execute the idea and have been working behind the scenes on outlines, designs, functionality, etc. and are preparing a more formal presentation to share with the DAO, before bringing forward as a on-chain Proposal.  We think this project is going to be super valuable resource — Helping proliferate the meme to those just entering the web3 space and creating their first wallet, leading them down the rabbit hole into other community developed resources and onboarding materials a lot of you are making specifically for lil nouns!",12,"0xFC538FFD2923ddDaED09c8aD1a51686275C56183","2022-09-02 15:25:58.998","2022-09-02 15:25:58.998",,FALSE
130,"I think Prophouse Mandates are a better way to catch a wider net to a talent pool. Pods are better to organize scope, retain talent, etc. DAOs priorities is gathering as many builders as possible, I see the logical step being to prioritize Prophouse and _then_ Pods",51,"0x8C868aB6EA5aA8BF37F58376f0A61c3728aEf904","2022-09-02 23:15:00.947","2022-09-02 23:15:00.948",120,FALSE
131,"If you decide to work on this, we can start with a prototype and see what happens. ",54,"0x9e0e9D25a5ED9bc773f91691f0b45599255257B1","2022-09-03 13:14:41.659","2022-09-03 13:14:41.66",,FALSE
132,"There are differences between ""Lil Nounders"" and ""Lil Nouners"". ""Lil Nounders"" refers to the Lil Nouns founders, while ""Lil Nouners"" is the community.",57,"0x9e0e9D25a5ED9bc773f91691f0b45599255257B1","2022-09-06 08:31:38.342","2022-09-06 08:31:38.342",,FALSE
133,"Yes, thanks for the correction. I actually realized this after I posted it. ",57,"0xF95f8038Eb7874Cde88A0A9a8270fcC94f5C226e","2022-09-06 10:21:47.604","2022-09-06 10:21:47.605",132,FALSE
134,"I think this might have a negative effect - people might just wait for the next noun if it looks a little better instead of minting the current one. Its better as it is now. ",58,"0xD0C9a1F382Dddc6b9AaAF18E130466cFfEE985b9","2022-09-06 13:01:56.566","2022-09-06 13:01:56.566",,FALSE
135,"Ill up vote this, but i think it is already built",61,"0x2eE0485f71764bcD2062A84d9455688c581B90f8","2022-09-06 23:40:42.592","2022-09-06 23:40:42.593",,FALSE
136,"I think any way we can provide readily available info to voters is a good thing. Most are not informed. and the assumption is a NO voter against an overwhelming ++ vote may have valid reasons. and vice vs. ",60,"0x2eE0485f71764bcD2062A84d9455688c581B90f8","2022-09-06 23:42:08.591","2022-09-06 23:42:08.591",,FALSE
137,"Im not sure what im voting for here so i will abstain. I agree, and I feel like this is content pod outward facing. there are many educational pushes in the works.",59,"0x2eE0485f71764bcD2062A84d9455688c581B90f8","2022-09-06 23:43:40.873","2022-09-06 23:43:40.873",,FALSE
138,"I disagree with what is here, however I do think a QC / accountability Pod makes sense. I have toyed with this idea with a few people. It also is not only a negative enabled group to stop ""bad actors"" but to increase resources where they are needed.",56,"0x2eE0485f71764bcD2062A84d9455688c581B90f8","2022-09-06 23:45:39.572","2022-09-06 23:45:39.573",,FALSE
139,"test",65,"0x52227ee7492BF582Ca528457E448Eb37E98fFb8F","2022-09-07 09:06:56.871","2022-09-07 09:06:56.872",,FALSE
140,"https://sites.duke.edu/dusontechtuesday/duke-pics/free-expression-bridge/",65,"0x52227ee7492BF582Ca528457E448Eb37E98fFb8F","2022-09-07 09:16:46.632","2022-09-07 09:16:46.633",,FALSE
141,"more is more and more is better. ""Just Noun It"" (a meme co-opting a meme)",65,"0x2eE0485f71764bcD2062A84d9455688c581B90f8","2022-09-07 12:20:44.678","2022-09-07 12:20:44.678",,FALSE
142,"Thank you, If you find something around that, let me know.",61,"0x9e0e9D25a5ED9bc773f91691f0b45599255257B1","2022-09-07 15:49:18.65","2022-09-07 15:49:18.651",135,FALSE
143,"some had said they did not want this as it would potentially sway votes. I am in favor of this. IF the data is available and can be found it should be readily available to everyone. IF you disagree with others comments than refuting them is your best defense.   there is potential for this type of visibility to INCREASE engagement. ",64,"0x2eE0485f71764bcD2062A84d9455688c581B90f8","2022-09-08 12:29:19.374","2022-09-08 12:29:19.375",,FALSE
144,"This could lead to additional funds in the treasury. ",67,"0xD0C9a1F382Dddc6b9AaAF18E130466cFfEE985b9","2022-09-09 10:37:30.094","2022-09-09 10:37:30.095",,FALSE
145,"Please elaborate.",62,"0x9e0e9D25a5ED9bc773f91691f0b45599255257B1","2022-09-10 16:45:27.281","2022-09-10 16:45:27.281",,FALSE
146,"Why we can't use existing solution instead of building something?  The effort here is curation of all these events, informations, etc. ",54,"0xedb2E4aFa660B20dD037E0A552960e5896265158","2022-09-13 22:05:14.798","2022-09-13 22:05:14.799",,FALSE
147,"The intention is very good, I would seek mechanisms that rewards engagement (votes, participations, posting ideas, active builders that win prop house, etc.).  when you will based it on lower number only, that rewards people who will be buing lil with lower number to gain leverage.",22,"0xedb2E4aFa660B20dD037E0A552960e5896265158","2022-09-13 22:13:51.006","2022-09-13 22:13:51.006",,FALSE
148,"+1 in terms of defining a clear direction. I really liked the recent [gnars dao promotional video](https://twitter.com/nounish/status/1569692294529581056) and it works because they have a clear purpose. - Do we want to define a smaller niche to focus on or continue to fund a wide range of projects? - Should our treasury be used for small experiments/MVPs only and anything larger we use our nouns to make funding requests to Nouns DAO?",66,"0x8B488CC76a38777c2f7B76eB6D49bDF430132Ac9","2022-09-14 10:22:29.362","2022-09-14 10:22:29.362",,FALSE
149,"what about a small % discount on the next lil-noun sold for anyone who settles the auction?  I understand why the ability to have a longer pause can be beneficial but I think there is some benefit in incentivizing auction settlements if a buyer is interested",46,"0xB789adBb6143038c5048fBF4F410c7E69C6Fced6","2022-09-14 22:09:03.425","2022-09-14 22:09:03.426",110,FALSE
150,"excellent idea",47,"0x8D36BaC540C57dBd009eA9d9D8CDF9443A83E3f6","2022-09-15 04:35:06.747","2022-09-15 04:35:06.748",,FALSE
151,"Although I would prefer to hear your feedback here, you are welcome to continue the conversation on the Discord [channel](https://lilnouns.wtf/ideas/70).",70,"0x9e0e9D25a5ED9bc773f91691f0b45599255257B1","2022-09-15 10:28:22.423","2022-09-15 10:28:22.423",,FALSE
152,"https://discord.com/channels/954142017556979752/1019915623934984232",70,"0x9e0e9D25a5ED9bc773f91691f0b45599255257B1","2022-09-15 10:28:42.485","2022-09-15 10:28:42.485",151,FALSE
153,"I think something like this is a good idea as well as a channel that people can place pictures to make nounish .gifs of. ",71,"0x47663EC63B94Cfda4b15c8AA5d229e7fFE6c1e58","2022-09-17 13:40:58.579","2022-09-17 13:40:58.579",,FALSE
154,"I agree. I think the uncertainty of the next one is better for the whole process.",58,"0x42d55461cA2Dd7A9EfDC9E689A9C9948373f2C7a","2022-09-18 00:19:18.669","2022-09-18 00:19:18.67",134,FALSE
155,"Love this idea. I actually think a combination of the ticker and pop up could be great. The ticker would list all active proposals and the pop up could mention props with voting ending within the next 6/12/24 hours or whatever interval we think is best.",73,"0xdcf37d8Aa17142f053AAA7dc56025aB00D897a19","2022-09-19 19:57:57.197","2022-09-19 19:57:57.197",,FALSE
156,"I like the headline more than the idea. but discussing in discord sure seems logical",72,"0x2eE0485f71764bcD2062A84d9455688c581B90f8","2022-09-19 20:16:31.796","2022-09-19 20:16:31.796",,FALSE
160,"This is live in Discourse as a Proposal Draft. If well received we hope to bring this on-chain ASAP! <3 https://discourse.lilnouns.wtf/t/nouns101-wtf-an-onboarding-experience/389",12,"0xFC538FFD2923ddDaED09c8aD1a51686275C56183","2022-09-20 20:10:08.35","2022-09-20 20:10:08.35",,FALSE
161,"What if burnt lil's were sent to Lil's Nouns Dao to use as A. Delegates to Lil Nouncil, and B. to give away as bounties, prizes, etc...",67,"0xFC538FFD2923ddDaED09c8aD1a51686275C56183","2022-09-20 20:15:44.861","2022-09-20 20:15:44.862",,FALSE
162,"How is the process going to be? Are they going to delegate to our treasury?",75,"0x9e0e9D25a5ED9bc773f91691f0b45599255257B1","2022-09-21 04:57:23.297","2022-09-21 04:57:23.297",,FALSE
163,"would love to see a CC0 library I can pull from for other projects",14,"0xcfBf34d385EA2d5Eb947063b67eA226dcDA3DC38","2022-09-25 19:43:46.429","2022-09-25 19:43:46.43",,FALSE
164,"perhaps there is a way to incentivize their participation in our governance",78,"0x8C868aB6EA5aA8BF37F58376f0A61c3728aEf904","2022-09-26 17:07:14.602","2022-09-26 17:07:14.602",,FALSE
165,"forgot to add:  current state of our treasury isnt the best and with our recent noun acquisition funding it's only right we build a clear purpose for acquiring nouns",80,"0x87772fF7C65B5c93Be52e3504670c6407271F829","2022-09-28 00:34:07.961","2022-09-28 00:34:07.962",,FALSE
166,"was a main part of original brand steering from Victor and is underway in mandate round suggested by our nouns to nouns dao. ",80,"0x1e45c69c8bFdD393dF1577F08704698b469585Aa","2022-09-28 12:36:52.819","2022-09-28 12:36:52.819",,FALSE
167,"+1 this can be big for simplifying discussion and proposals",81,"0x1fe4ee4641E2A6ddf7771eB1c07412ba868bB537","2022-09-28 19:47:08.344","2022-09-28 19:47:08.345",,FALSE
168,"this is worth doing. We should use what we can from the nouns legal framework if it works",76,"0x35F1a5c533398644aD43eA90F98Ed1Bd456F5c89","2022-10-02 13:45:29.582","2022-10-02 13:45:29.583",,FALSE
169,"I am pro an events pod. would like to see this idea continue to grow. ",84,"0x2eE0485f71764bcD2062A84d9455688c581B90f8","2022-10-05 13:43:10.98","2022-10-05 13:43:10.98",,FALSE
170,"i have voted for the prior, but if aubtoshi and other nouns want to lead a larger NOUNISH events pod i am for that as well. only using aubtoshi as im not sure we / they have other OTG peeps in action (bloomz) ",83,"0x2eE0485f71764bcD2062A84d9455688c581B90f8","2022-10-05 13:44:33.216","2022-10-05 13:44:33.217",,FALSE
171,"😂😂😂😂",86,"0x87772fF7C65B5c93Be52e3504670c6407271F829","2022-10-06 19:00:10.171","2022-10-06 19:00:10.171",,FALSE
172,"just passing by to say I love what was delivered from this idea",75,"0x8D36BaC540C57dBd009eA9d9D8CDF9443A83E3f6","2022-10-09 03:25:52.646","2022-10-09 03:25:52.647",,FALSE
173,"good idea",71,"0x8D36BaC540C57dBd009eA9d9D8CDF9443A83E3f6","2022-10-09 03:29:39.084","2022-10-09 03:29:39.084",,FALSE
174,"would rather transition away from signers and let the dao make these decisions through ab before we enforce some of the things on this list",90,"0x87772fF7C65B5c93Be52e3504670c6407271F829","2022-10-14 06:08:18.14","2022-10-14 06:08:18.14",,FALSE
175,"specifically the top 3",90,"0x87772fF7C65B5c93Be52e3504670c6407271F829","2022-10-14 06:13:08.444","2022-10-14 06:13:08.445",174,FALSE
176,"specifically the top 3 ",90,"0x87772fF7C65B5c93Be52e3504670c6407271F829","2022-10-14 06:13:29.413","2022-10-14 06:13:29.414",,FALSE
177,"dont mind my double comment lmao",90,"0x87772fF7C65B5c93Be52e3504670c6407271F829","2022-10-14 06:13:40.942","2022-10-14 06:13:40.943",,FALSE
178,"I mistakenly cited the wrong brian here. https://twitter.com/pbrianandj is building addressboard. #lotsofbrians",90,"0x35F1a5c533398644aD43eA90F98Ed1Bd456F5c89","2022-10-17 15:37:50.866","2022-10-17 15:37:50.867",,FALSE
179,"IM not against this. but i agree we should sort out how the current framework works in new normal of transparency , addressboard, and new signers. ",90,"0x2eE0485f71764bcD2062A84d9455688c581B90f8","2022-10-19 13:02:02.712","2022-10-19 13:02:02.713",,FALSE
180,"what seems smol now can grow and grow. so I agree we should be somehow deciding on how this will shake out. longer term. BUT act now. ",88,"0x2eE0485f71764bcD2062A84d9455688c581B90f8","2022-10-19 13:03:19.57","2022-10-19 13:03:19.571",,FALSE
181,"while not a dev, I am always available to co sign ideas.   **aside : most of my props dont pass. so be careful! ",89,"0x2eE0485f71764bcD2062A84d9455688c581B90f8","2022-10-19 13:04:17.896","2022-10-19 13:04:17.897",,FALSE
182,"theoretically this would be lil nouncil ... ",89,"0x2eE0485f71764bcD2062A84d9455688c581B90f8","2022-10-19 13:04:43.094","2022-10-19 13:04:43.095",,FALSE
183,"I feel like this is needed. ",76,"0x67c87c11250A3dD2c459d896d862b0C599dB4248","2022-10-25 00:00:18.911","2022-10-25 00:00:18.912",,FALSE
184,"I'm connecting with the devs to get autobidder set up before putting a prop up",95,"0x8BecD7EbF3F910090f9264DFD0Bb221Ea04af8c3","2022-11-16 19:40:52.22","2022-11-16 19:40:52.221",,FALSE
185,"congrats on the deployment!",94,"0x8BecD7EbF3F910090f9264DFD0Bb221Ea04af8c3","2022-11-16 19:41:27.181","2022-11-16 19:41:27.182",,FALSE
186,"Glad to see this finally. I wish this was a thing back in the days when we were around. happy for the builders in the community.  To better future",96,"0x3C2550dDB9294C21d209999Bdaa15f8249d0c161","2022-11-16 19:47:20.816","2022-11-16 19:47:20.816",,FALSE
187,"Are we going to hodl all of them ? ",95,"0x3C2550dDB9294C21d209999Bdaa15f8249d0c161","2022-11-16 19:49:56.107","2022-11-16 19:49:56.108",,FALSE
188,"What about VRGDAs mechanism, isn't it implemented with prop64 ?",97,"0xedb2E4aFa660B20dD037E0A552960e5896265158","2022-11-18 09:34:53.388","2022-11-18 09:34:53.389",,FALSE
189,"an update on that prop would be fun",97,"0x2eE0485f71764bcD2062A84d9455688c581B90f8","2022-11-18 13:07:23.856","2022-11-18 13:07:23.857",188,FALSE
190,"The initial proof of concept is still being built out. This was more of a stop-gap suggestion until we can see the results of the VRGDA experiment. ",97,"0xB60c947bfCc9767E94ba36fD2DeC7AA11356c84f","2022-11-18 21:03:25.49","2022-11-18 21:03:25.49",188,FALSE
191,"lmao getting roasted",94,"0x65A3870F48B5237f27f674Ec42eA1E017E111D63","2022-11-19 20:56:46.528","2022-11-19 20:56:46.528",,FALSE
192,"This is an interesting idea, do we think it would bring in more ETH? I don't see a reason for doing this unless we are convinced it can increase total ETH",97,"0x65A3870F48B5237f27f674Ec42eA1E017E111D63","2022-11-19 20:59:10.53","2022-11-19 20:59:10.53",,FALSE
193,"but as I can see VRGDA is part of prop 64, I think it would be great to hear update about that prop. Agree with sqx✌️",97,"0xedb2E4aFa660B20dD037E0A552960e5896265158","2022-11-21 20:52:48.102","2022-11-21 20:52:48.103",190,FALSE
194,"Agreed",97,"0xB60c947bfCc9767E94ba36fD2DeC7AA11356c84f","2022-11-22 19:41:19.954","2022-11-22 19:41:19.954",193,FALSE
195,"Hold and use as leverage.",95,"0xedb2E4aFa660B20dD037E0A552960e5896265158","2022-11-22 22:48:28.283","2022-11-22 22:48:28.284",187,FALSE
196,"I like this idea. sounds an awful lot like prop house. especially for the things that we have been pushing through. Prop House has been argued to be inefficient and ineffective.   Would leading this be a charge of your residency? a point of tangible impact. and what would leading this undertake. simply setting it up?   worth experimenting. who votes? who determines distribution?",98,"0x2eE0485f71764bcD2062A84d9455688c581B90f8","2022-11-30 13:26:00.154","2022-11-30 13:26:00.155",,FALSE
197,"This has a lot of potential. Since this prop is mostly about creating animated assets I'd like to see more info on this infra and how it could be leveraged by the ecosystem. The game is really cool, but this funding doesn't seem to be for scaling the game, rather creating assets for it.  ",100,"0x13eEf4EF8FCa471f242ab0F8F49A3dB6017aDA33","2022-11-30 14:05:57.348","2022-11-30 14:05:57.349",,FALSE
222,"also - maybe if we can get artists buy-in to ""you have a built in audience of 1k+ interested buyers, often with expendable capital"" and/or set min bid (i.e. guarantee x ETH in auction) we could lower the upfront cost to 1-2 ETH (instead of 2-3)? but would still be a risk for the quality of artists we're targeting. but gifting them a lil noun upfront would give them more $$ too.",105,"0x1fe4ee4641E2A6ddf7771eB1c07412ba868bB537","2022-12-09 23:33:37.296","2022-12-09 23:33:37.297",221,FALSE
198,"Thank you wiz for providing much needed feedback on this prop. Even though you voted against this I still appreciate the valid criticism as I can use your feedback to try and tighten the prop with the greatest chance of passing.  As I continue to dwell on the idea, I am leaning towards splitting this into two phases:  phase 1: Pilot program -A significant less amount of ETH simply to create all the Nounish assets, add them to the game and make them publicly available for everyone, CC0 style. This makes the deliverables more easily digestible without complications from the gaming aspect of it.  phase 2: Scaling & tentative future gameplay developments -A separate prop in which we evaluate the community's reception from the added assets to see if it's worth funding it for future developments which I speak about in the ""Future"" section of the initial prop (multiplayer, NFT display integration, new gameplay mechanics, etc)  Your thoughts?",100,"0xb75F87261a1FAC3a86f8A48d55597A622BA3CC48","2022-11-30 23:16:03.249","2022-11-30 23:16:03.25",197,FALSE
199,"I like this idea! I’ve been talking to Xargs about something similar with InternatiNouns. Unsure how we should proceed though",101,"0x8BecD7EbF3F910090f9264DFD0Bb221Ea04af8c3","2022-12-01 17:38:57.255","2022-12-01 17:38:57.256",,FALSE
200,"Tried to tweet this out to get more attention. Hope we can get you the nouner attention we need to try and get this moving!",99,"0x8BecD7EbF3F910090f9264DFD0Bb221Ea04af8c3","2022-12-01 18:30:04.374","2022-12-01 18:30:04.374",,FALSE
201,"Love the idea of, as you put it, supporting out as well as up. Would definitely be keen to hear more in the comments. ",101,"0xDb5Dd352527539b7C3382Bd4B5693E116D09fb9B","2022-12-01 20:05:26.102","2022-12-01 20:05:26.103",,FALSE
202,"I saw that! Thank you very much! What is a good temp check consensus wise? ",99,"0xD639Eec00d734de2c2a3c88a6b35f911a87583f6","2022-12-02 04:26:34.684","2022-12-02 04:26:34.685",200,FALSE
203,"i was looking at Bud Light earlier.   Im torn. I think allocating grants to subdaos and allowing them to continue to self govern is more compelling than Lil Nouns starting to execute in the governance of said niche dao's (unless they are hoping to gain voting members and guidance steering).   making a connection is important . AND overlap is already hi. ",101,"0x1e45c69c8bFdD393dF1577F08704698b469585Aa","2022-12-02 14:26:48.962","2022-12-02 14:26:48.963",,FALSE
204,"I think we consider this if we find our ability to get more proposals up over at Nouns DAO is a bottleneck. ",102,"0x8BecD7EbF3F910090f9264DFD0Bb221Ea04af8c3","2022-12-06 07:45:59.475","2022-12-06 07:45:59.475",,FALSE
205,"this is my new top goal fwiw. so get ready. lets push these nouns into action. ",102,"0x2eE0485f71764bcD2062A84d9455688c581B90f8","2022-12-06 13:30:56.9","2022-12-06 13:30:56.901",204,FALSE
206,"I like the idea but personally think it might be better to just do the Green Pill sponsorship to see how it goes before jumping in with that much ETH since that's over 10% of the treasury right now. Definitely think this is worth exploring though.",103,"0xdcf37d8Aa17142f053AAA7dc56025aB00D897a19","2022-12-08 17:19:17.781","2022-12-08 17:19:17.781",,FALSE
207,"yes from me",104,"0x8BecD7EbF3F910090f9264DFD0Bb221Ea04af8c3","2022-12-08 17:55:52.705","2022-12-08 17:55:52.705",,FALSE
208,"I dig it. Also yes. ",104,"0xA61CcF8F01aF0414Fb5c0Ced4060881e4916117C","2022-12-08 18:07:03.649","2022-12-08 18:07:03.649",,FALSE
209,"I love the concept and will support, but hopeful we can start with more niche newsletters and pods, like BCheque, Bitfloorsghost, etc.   I'm 100% on board with Green Pill, Bankless, etc... if we establish exactly what the call-to-action is to get the listeners and readers to engage with Lil Nouns!",103,"0xA61CcF8F01aF0414Fb5c0Ced4060881e4916117C","2022-12-08 18:08:45.257","2022-12-08 18:08:45.258",,FALSE
210,"I would like us to try to push our discussions here as well. HOLN . ",104,"0x2eE0485f71764bcD2062A84d9455688c581B90f8","2022-12-08 18:22:53.3","2022-12-08 18:22:53.3",,FALSE
211,"no brainer",104,"0x9655667Ca1203E9A2c8ea2Ed59558F9AD0ACCc87","2022-12-08 18:27:00.13","2022-12-08 18:27:00.131",,FALSE
212,"appreciate the feedback, I think the take on starting with smaller niche newsletters is an interesting take. I can see larger marketing initiative where we spread the message of Lil Nouns by sponsoring multiple smaller audience newsletters and podcasts. It's a great way to create some organic growth for the dao. With that said, numbers don't lie, we could exclude bankless with this proposal, still have the editorial interview where we are interviewed on the Green pill and drastically decrease overall costs. But 1.8 million DLs per month has a ton of potential value   The thing that's nice about this is it is a combined marketing outreach. We're getting the editorial interview which provides a deep dive into lil nouns dao while also shining a spotlight on the engaged community members. It gives dedicated members who are participating a platform to improve their social capital at the same time that we are promoting the community and pipeline of lilnounsdao.   The goal is to onboard new members into the community. Bankless is a trusted source of information in the the web3 world. New users often have a difficult time understanding which contracts or nft communities are legit and which are malicious. This marketing outreach effort helps to solidify our reputation by entering into the conversation with the bankless community as well as the gitcoin community which focuses on public goods and has a very large community of builders/devs. It will aso serve to open the door for dao-dao community relations.   My goal with the advertisement is to open with the activation of ""robonoun"" and then transition to shots where robonoun begins assembling the lil nouns logo with the help of other lil nouns then they present it to Nouns. The aim is to create excitement, drive interest in lilnounsdao as a quality content hub and promote interest in building while also promoting our pipeline to the world outside our direct community.  The verbal advertisement is created after we complete a sponsor onboarding form. Bankless has a sponsor onboarding Q/A which they then use to form the call to action and direct users toward our platform. I would keep the community engaged by being transparent when constructing these responses to their onboarding Q/A and together we can make sure that we maximize our potential for yielding a good result. ",103,"0x9655667Ca1203E9A2c8ea2Ed59558F9AD0ACCc87","2022-12-08 18:38:53.587","2022-12-08 18:38:53.588",,FALSE
213,"Also like this idea! Think I’m leaning towards the Green Pill sponsorship but wondering if we could get some funding from Nouns DAO to maybe cosponsor backless?  ",103,"0x8BecD7EbF3F910090f9264DFD0Bb221Ea04af8c3","2022-12-08 18:55:23.37","2022-12-08 18:55:23.37",,FALSE
214,"I love that idea Al. I'd be open to going on chain to nounsdao for a cosponsorship for bankless. Lil Nouns Funds the Green Pill, we do the interview and deploy a marketing ad that celebrates the noun ecosystem for the bankless podcast. ",103,"0x9655667Ca1203E9A2c8ea2Ed59558F9AD0ACCc87","2022-12-08 19:08:29.817","2022-12-08 19:08:29.817",,FALSE
215,"100% yes, not too many teams doing as much for Nouns as collective ",104,"0x42701a1a6ec8E3408732d3eD58336cEBe42d56F6","2022-12-09 08:19:09.669","2022-12-09 08:19:09.669",,FALSE
216,"yes!",104,"0xFA2930a9d96e91B0A7e78d9fEBB7A8c744afD0da","2022-12-09 15:22:54.508","2022-12-09 15:22:54.509",,FALSE
217,"I think I would make some of the changes talked about in the builder's discord before putting it up--otherwise, it may seem like the things talked about with nouners and delegates there may have been disregarded. There were some folks in there that held pretty large voting blocks.",104,"0x1e66a3D0a6A327b1F29e8ACf3a3d9E1E4E088683","2022-12-09 16:57:40.101","2022-12-09 16:57:40.102",,FALSE
218,"gm sir  afaik I adressed all the comments we discussed in the builders standup - but I definitely might have missed something.   specifically i made sure to address the agora point - is there anything else of note you remember?",104,"0x8d028DC71B347268d439432349B55Bc27989851E","2022-12-09 17:30:57.342","2022-12-09 17:30:57.343",217,FALSE
219,"idea is super cool! wondering if we can try a pilot at a smaller scale?",105,"0x8BecD7EbF3F910090f9264DFD0Bb221Ea04af8c3","2022-12-09 23:20:46.699","2022-12-09 23:20:46.699",,FALSE
220,"we should also give them all 1 lil noun.",105,"0x1fe4ee4641E2A6ddf7771eB1c07412ba868bB537","2022-12-09 23:26:31.544","2022-12-09 23:26:31.544",,FALSE
221,"you think something like 3 artists? i like that - would make it more exclusive.",105,"0x1fe4ee4641E2A6ddf7771eB1c07412ba868bB537","2022-12-09 23:27:03.866","2022-12-09 23:27:03.866",219,FALSE
295,"I fully support exploring this or something else that allows us to fully utilize our nouns holdings ",127,"0x2eE0485f71764bcD2062A84d9455688c581B90f8","2023-01-15 17:20:00.86","2023-01-15 17:20:00.86",,FALSE
223,"If it helps, here are some artists who come to mind within the $ amount.  https://superrare.com/antpantone https://superrare.com/egodead https://superrare.com/crow https://superrare.com/amusvision https://superrare.com/noahkocher https://superrare.com/photontide https://superrare.com/soulo https://superrare.com/artbyeleven https://superrare.com/karisma https://superrare.com/ontheroofs https://superrare.com/summergwagner https://superrare.com/tormius https://foundation.app/@bluesoner",105,"0x1fe4ee4641E2A6ddf7771eB1c07412ba868bB537","2022-12-10 16:40:40.001","2022-12-10 16:40:40.002",,FALSE
